steps_per_min,heart_rate_bpm,accelerometer_magnitude,skin_temperature_c,calories_per_min,gyroscope_magnitude,true_activity
176.008,146.935,3.74,36.325,10.865,2.289,Running
0.0,57.497,0.119,36.107,0.866,0.089,Sleeping
4.96,69.905,0.249,36.331,0.725,0.171,Desk Work
89.626,88.759,1.065,36.747,4.522,1.217,Walking
0.0,66.932,0.258,36.048,1.724,0.136,Desk Work
0.486,60.45,0.061,35.909,0.85,0.049,Sleeping
73.746,95.814,1.552,36.055,6.719,0.973,Walking
94.704,172.432,4.153,37.009,14.179,2.536,Gym
2.878,64.294,0.216,36.123,1.308,0.093,Desk Work
97.881,148.454,4.114,36.89,19.835,3.391,Gym
0.0,47.885,0.017,36.058,1.027,0.053,Sleeping
173.924,147.081,3.942,36.523,12.987,1.86,Running
0.0,55.076,0.062,36.252,1.036,0.063,Sleeping
178.719,157.229,3.905,36.59,11.75,2.593,Running
2.469,68.598,0.247,36.251,2.14,0.1,Desk Work
0.0,74.598,0.125,36.342,1.108,0.184,Desk Work
1.484,64.551,0.528,36.297,1.644,0.167,Desk Work
85.382,136.199,4.683,36.926,10.993,2.436,Gym
95.416,138.336,3.907,36.892,15.116,3.192,Gym
0.0,50.794,0.06,35.602,1.31,0.03,Sleeping
23.127,126.662,1.791,37.131,9.304,2.015,Cycling
98.637,98.185,2.077,36.415,4.78,0.684,Walking
3.777,72.664,0.352,36.483,1.457,0.206,Desk Work
164.144,150.461,3.308,37.403,10.847,1.725,Running
150.188,141.585,3.758,37.021,14.415,2.773,Running
56.021,130.315,4.183,36.837,14.245,3.759,Gym
0.446,64.003,0.123,35.619,0.897,0.043,Sleeping
165.276,148.896,3.12,36.79,11.457,2.481,Running
89.726,93.974,1.725,36.665,5.209,1.046,Walking
0.0,58.384,0.088,36.109,1.009,0.039,Sleeping
143.954,146.633,4.287,36.773,12.461,2.55,Running
71.809,103.868,1.677,36.458,4.864,0.679,Walking
142.427,169.535,3.503,36.463,16.785,2.593,Running
1.621,59.061,0.0,35.999,0.747,0.077,Sleeping
5.096,123.083,2.582,36.263,6.778,1.923,Cycling
0.0,59.774,0.06,36.038,0.585,0.067,Sleeping
0.439,57.013,0.083,36.148,0.773,0.006,Sleeping
43.912,154.268,4.353,37.683,15.161,3.055,Gym
60.719,142.394,5.578,36.848,15.387,2.252,Gym
76.978,129.49,4.578,37.572,13.064,4.142,Gym
176.719,140.666,3.711,36.784,13.572,2.231,Running
24.488,116.445,1.54,36.911,8.612,2.577,Cycling
104.23,103.091,1.728,36.137,4.763,1.061,Walking
3.023,73.911,0.36,36.205,1.457,0.153,Desk Work
101.974,156.031,5.669,36.958,11.004,3.773,Gym
0.0,51.248,0.026,35.697,1.147,0.053,Sleeping
1.078,54.772,0.167,36.205,0.864,0.027,Sleeping
1.141,70.959,0.185,36.164,1.595,0.147,Desk Work
93.871,91.674,1.469,36.326,6.349,0.528,Walking
154.554,173.776,2.793,36.663,12.435,2.615,Running
2.007,74.997,0.241,36.238,1.601,0.169,Desk Work
0.954,71.437,0.304,36.342,1.655,0.088,Desk Work
1.973,82.699,0.294,36.468,2.058,0.148,Desk Work
15.733,127.502,2.362,36.602,9.688,0.748,Cycling
2.003,84.284,0.132,36.157,1.913,0.247,Desk Work
25.69,141.502,2.231,36.39,12.327,1.45,Cycling
16.716,143.593,2.461,36.612,11.759,1.822,Cycling
0.239,68.628,0.285,36.352,1.637,0.172,Desk Work
0.076,54.997,0.084,35.848,0.821,0.069,Sleeping
154.911,158.402,2.992,35.881,7.514,2.805,Running
149.674,149.581,3.536,36.921,15.662,2.47,Running
84.624,153.12,4.814,36.925,13.995,2.932,Gym
167.818,155.045,3.644,37.124,10.289,1.742,Running
135.981,160.616,3.74,36.278,12.77,2.463,Running
1.853,75.511,0.233,36.049,2.098,0.168,Desk Work
0.0,47.366,0.045,36.276,1.027,0.062,Sleeping
28.383,137.643,2.201,36.257,13.689,1.273,Cycling
90.877,161.641,3.007,37.337,13.001,3.176,Gym
126.518,99.276,1.778,36.762,4.964,0.851,Walking
1.134,70.767,0.144,35.994,1.815,0.171,Desk Work
1.58,69.226,0.274,36.086,1.827,0.103,Desk Work
95.374,95.055,1.325,36.511,4.138,0.564,Walking
162.441,141.464,4.198,37.224,11.691,3.736,Running
78.754,99.268,2.027,36.601,5.522,1.224,Walking
79.514,164.972,3.972,36.987,11.864,3.812,Gym
1.303,79.238,0.258,36.367,1.692,0.099,Desk Work
89.399,85.236,1.189,35.859,6.049,0.791,Walking
143.734,123.25,4.501,36.779,12.423,1.578,Running
1.857,53.358,0.118,36.146,0.585,0.081,Sleeping
172.627,164.252,3.794,36.435,11.672,2.208,Running
26.092,156.041,2.153,36.925,9.781,1.881,Cycling
6.604,76.919,0.162,36.081,1.103,0.231,Desk Work
80.472,151.24,5.05,37.539,14.92,3.818,Gym
59.407,116.337,3.565,37.105,20.182,2.593,Gym
85.384,158.912,4.676,36.887,17.827,3.189,Gym
0.0,69.126,0.364,36.262,1.312,0.176,Desk Work
147.204,163.071,3.949,37.088,10.929,2.87,Running
0.837,53.02,0.112,36.261,1.014,0.058,Sleeping
0.0,46.609,0.15,36.057,0.965,0.028,Sleeping
7.963,125.084,2.23,36.575,9.634,1.717,Cycling
93.296,85.829,1.905,36.661,5.053,0.687,Walking
171.66,155.21,3.743,36.975,10.828,2.671,Running
7.09,79.942,0.248,36.19,0.5,0.122,Desk Work
0.0,91.657,2.292,36.454,7.615,1.234,Cycling
138.809,147.758,3.572,36.965,11.101,2.245,Running
22.387,126.748,1.768,36.534,10.159,2.099,Cycling
3.245,77.28,0.198,36.42,1.465,0.14,Desk Work
95.15,97.471,1.452,36.456,4.943,0.73,Walking
81.396,141.49,3.863,37.322,8.998,2.815,Gym
4.088,84.552,0.314,35.948,2.367,0.199,Desk Work
0.0,70.544,0.097,35.933,1.037,0.032,Sleeping
0.097,59.857,0.129,36.133,1.058,0.064,Sleeping
1.76,82.198,0.255,36.287,1.5,0.167,Desk Work
86.728,90.737,0.933,36.258,5.207,0.981,Walking
2.815,84.953,0.262,36.497,1.784,0.187,Desk Work
0.15,44.087,0.101,35.805,0.999,0.019,Sleeping
0.706,54.656,0.108,36.072,0.793,0.031,Sleeping
89.311,101.906,1.839,36.69,4.909,0.912,Walking
171.149,132.584,4.438,36.624,12.14,3.13,Running
98.781,113.529,1.612,36.384,4.914,0.975,Walking
2.775,85.489,0.348,36.205,1.545,0.135,Desk Work
148.202,155.057,3.856,37.053,10.499,2.093,Running
4.423,77.068,0.286,36.344,1.266,0.116,Desk Work
5.292,74.19,0.343,36.362,1.57,0.259,Desk Work
1.342,69.875,0.306,36.311,1.69,0.193,Desk Work
87.921,94.08,1.553,36.814,5.641,0.706,Walking
72.908,113.894,1.761,36.392,3.143,0.776,Walking
89.46,75.527,1.956,36.439,6.063,0.861,Walking
172.852,158.347,3.971,36.71,11.511,1.761,Running
81.793,91.851,0.899,36.544,5.147,0.661,Walking
3.913,59.77,0.366,36.351,1.339,0.136,Desk Work
164.055,188.644,4.186,36.557,12.663,2.238,Running
82.467,105.598,1.136,36.199,5.167,0.925,Walking
2.435,56.13,0.368,36.015,1.756,0.138,Desk Work
4.218,80.067,0.281,36.368,1.258,0.172,Desk Work
77.426,108.543,1.628,36.52,5.67,0.546,Walking
96.94,87.659,0.795,36.441,6.17,0.475,Walking
1.04,71.52,0.409,36.324,1.453,0.19,Desk Work
165.216,152.047,3.755,36.925,8.313,1.727,Running
71.022,139.263,4.145,37.013,17.482,3.68,Gym
95.792,95.713,1.567,36.33,4.986,0.666,Walking
100.693,154.058,6.16,37.249,15.714,2.825,Gym
34.587,121.178,2.014,36.756,7.059,1.909,Cycling
74.151,92.272,1.734,36.319,6.47,0.915,Walking
0.995,55.723,0.131,36.369,1.119,0.054,Sleeping
11.72,124.442,2.435,36.606,7.613,2.51,Cycling
83.358,134.832,3.278,37.161,15.524,2.563,Gym
91.787,99.192,1.803,36.564,2.663,0.666,Walking
9.088,117.302,2.888,36.331,11.76,1.839,Cycling
100.789,105.952,1.695,36.233,5.763,0.695,Walking
101.449,131.064,4.96,36.907,15.487,3.271,Gym
78.815,125.32,4.863,37.423,16.781,3.497,Gym
0.66,75.163,0.419,36.545,1.837,0.138,Desk Work
155.36,152.496,3.691,36.312,11.44,3.024,Running
95.884,104.891,1.484,36.697,3.62,0.735,Walking
108.785,89.492,1.908,36.552,5.152,0.674,Walking
10.484,125.407,1.974,36.084,8.889,1.42,Cycling
0.0,42.219,0.126,36.269,1.431,0.017,Sleeping
3.852,82.134,0.429,36.305,1.468,0.13,Desk Work
85.609,108.883,4.414,37.035,12.323,4.012,Gym
0.0,65.165,0.151,36.421,0.97,0.018,Sleeping
156.667,152.185,3.935,37.188,12.291,2.188,Running
93.247,98.706,1.73,36.088,3.77,0.914,Walking
108.19,72.593,1.55,36.043,4.577,0.654,Walking
77.789,98.249,1.432,36.603,4.229,0.409,Walking
92.471,103.461,1.488,36.552,5.767,1.117,Walking
25.851,158.888,1.583,36.78,8.389,2.033,Cycling
93.559,98.516,1.731,36.737,3.25,0.542,Walking
115.532,138.54,3.918,36.911,11.182,2.581,Running
45.083,162.659,4.621,36.451,15.445,3.885,Gym
0.0,42.152,0.092,36.102,0.841,0.039,Sleeping
0.0,58.302,0.121,35.92,0.894,0.05,Sleeping
0.0,57.314,0.186,36.108,1.336,0.044,Sleeping
4.464,56.141,0.161,36.426,1.423,0.1,Desk Work
0.579,48.229,0.068,35.606,1.324,0.049,Sleeping
103.667,84.228,0.756,36.327,6.117,0.757,Walking
102.53,93.79,1.735,36.171,5.33,1.13,Walking
97.823,88.017,1.802,36.267,4.738,1.03,Walking
78.934,130.988,5.003,36.886,11.648,3.227,Gym
1.067,59.133,0.144,35.959,1.292,0.039,Sleeping
19.79,148.842,2.658,36.7,10.079,1.681,Cycling
80.805,133.46,5.669,37.202,18.465,2.365,Gym
65.046,142.084,3.189,36.723,16.687,3.653,Gym
2.414,68.046,0.277,35.852,1.893,0.161,Desk Work
105.239,81.558,2.013,36.161,4.982,0.796,Walking
153.175,158.828,4.002,36.831,14.947,2.988,Running
0.0,85.214,0.248,36.074,1.141,0.182,Desk Work
147.633,163.693,4.109,37.243,13.991,2.083,Running
62.551,150.553,5.52,36.943,11.631,3.481,Gym
95.967,87.513,1.447,36.26,7.138,0.66,Walking
169.981,159.711,3.885,37.107,13.631,3.119,Running
73.734,101.179,4.843,36.976,17.28,3.82,Gym
91.912,79.094,1.387,36.131,4.727,0.73,Walking
0.0,68.896,0.351,35.821,1.408,0.23,Desk Work
2.164,65.708,0.333,36.307,1.771,0.166,Desk Work
73.495,157.734,3.418,37.015,12.257,3.086,Gym
3.206,79.671,0.33,35.877,0.998,0.111,Desk Work
25.596,134.279,2.15,36.493,7.725,1.596,Cycling
88.284,115.65,1.572,36.413,3.966,0.596,Walking
83.801,89.895,1.122,36.492,4.475,0.687,Walking
168.072,148.97,4.915,36.792,11.985,1.842,Running
136.586,177.311,3.51,37.048,11.03,2.755,Running
21.223,109.987,2.133,36.45,8.441,1.673,Cycling
137.574,173.629,3.902,36.708,13.617,2.797,Running
3.719,78.939,0.423,36.4,2.116,0.08,Desk Work
10.817,126.159,1.538,35.918,9.178,2.083,Cycling
75.452,96.102,1.554,36.109,3.815,0.89,Walking
23.234,123.114,2.039,36.541,10.569,2.269,Cycling
0.226,51.308,0.104,35.951,0.906,0.061,Sleeping
71.841,149.333,3.766,36.878,11.962,3.331,Gym
0.566,51.472,0.118,35.897,1.124,0.05,Sleeping
26.847,136.737,1.894,36.976,9.367,1.376,Cycling
100.729,89.896,1.419,36.394,4.248,0.58,Walking
1.415,73.419,0.206,36.302,1.713,0.168,Desk Work
82.819,156.494,3.998,36.682,13.544,2.402,Gym
4.373,64.89,0.084,36.103,1.721,0.113,Desk Work
27.491,136.842,2.121,36.106,6.423,1.749,Cycling
1.913,63.692,0.0,36.061,0.814,0.043,Sleeping
74.854,143.739,4.391,37.104,15.665,2.485,Gym
0.0,129.258,2.37,36.538,9.151,1.822,Cycling
75.327,102.807,1.562,36.371,5.908,0.541,Walking
17.916,116.157,2.2,36.751,8.834,2.183,Cycling
1.884,68.324,0.318,36.046,1.406,0.164,Desk Work
0.257,52.81,0.129,35.869,0.818,0.066,Sleeping
90.107,80.705,1.31,36.284,5.135,0.864,Walking
0.0,75.647,0.191,36.138,1.074,0.138,Desk Work
1.783,75.622,0.288,35.694,1.296,0.056,Desk Work
0.0,81.138,0.219,36.261,1.106,0.15,Desk Work
91.616,104.95,1.331,36.272,6.71,0.662,Walking
3.346,61.927,0.35,36.072,0.92,0.129,Desk Work
149.064,143.707,3.918,36.834,14.28,2.258,Running
129.144,112.942,1.591,36.578,5.116,0.609,Walking
87.809,151.894,4.938,36.112,17.648,3.442,Gym
69.774,161.014,4.648,37.238,10.71,3.92,Gym
99.334,95.801,1.246,36.526,5.147,0.761,Walking
51.133,159.895,5.831,37.022,12.093,4.209,Gym
0.0,53.048,0.1,36.069,1.11,0.036,Sleeping
3.288,85.584,0.363,36.154,1.517,0.129,Desk Work
90.878,98.02,1.197,36.274,5.241,1.054,Walking
99.983,95.865,1.471,36.153,5.421,0.673,Walking
0.043,55.931,0.111,36.088,0.981,0.055,Sleeping
87.175,101.663,1.421,36.345,6.131,1.055,Walking
0.18,67.954,0.222,36.231,2.044,0.099,Desk Work
82.709,83.908,1.996,36.198,5.463,0.573,Walking
2.857,83.308,0.213,36.511,1.693,0.161,Desk Work
23.666,124.62,1.469,36.441,7.264,1.188,Cycling
5.71,85.958,0.308,35.851,1.421,0.276,Desk Work
1.53,69.981,0.4,36.148,1.381,0.238,Desk Work
1.223,75.636,0.405,36.076,1.294,0.187,Desk Work
1.727,60.498,0.449,36.229,1.242,0.095,Desk Work
56.546,123.399,3.414,37.418,10.166,2.846,Gym
1.467,72.399,0.371,36.234,1.219,0.176,Desk Work
85.932,88.509,1.742,36.456,5.868,0.569,Walking
164.016,127.102,3.537,36.146,13.575,2.628,Running
58.052,134.408,4.846,36.753,14.952,2.422,Gym
102.093,85.554,1.44,36.346,5.519,0.926,Walking
4.053,64.443,0.46,36.012,1.098,0.26,Desk Work
100.339,93.404,1.899,36.174,4.583,1.024,Walking
72.454,177.005,4.446,36.984,14.818,3.371,Gym
0.0,54.478,0.121,35.835,1.161,0.059,Sleeping
167.073,144.597,4.294,36.707,11.155,2.255,Running
170.357,160.24,3.812,36.251,12.073,2.071,Running
0.79,48.985,0.082,35.913,1.248,0.056,Sleeping
162.074,160.291,4.026,36.243,13.351,2.801,Running
1.852,69.462,0.148,36.217,1.617,0.128,Desk Work
0.035,56.08,0.14,35.524,0.978,0.034,Sleeping
4.029,79.546,0.375,36.079,1.634,0.16,Desk Work
37.284,112.067,5.022,37.024,13.935,3.37,Gym
171.402,166.502,3.96,36.746,13.121,2.048,Running
106.625,88.014,1.866,36.273,3.542,0.797,Walking
2.825,61.467,0.464,35.913,1.707,0.119,Desk Work
0.0,56.011,0.1,36.033,0.859,0.048,Sleeping
153.646,184.407,3.637,36.452,10.467,3.746,Running
0.661,55.837,0.055,36.203,0.988,0.074,Sleeping
91.863,105.757,1.673,36.342,4.729,0.785,Walking
23.36,107.512,1.671,36.496,11.995,1.303,Cycling
89.118,100.582,1.642,36.507,4.634,0.795,Walking
70.773,154.202,4.454,37.096,15.029,3.02,Gym
102.581,162.534,4.603,37.134,15.969,4.146,Gym
1.253,53.553,0.008,36.06,0.878,0.073,Sleeping
20.77,135.032,1.873,36.373,7.438,2.244,Cycling
158.291,152.151,3.813,36.866,10.034,2.57,Running
53.012,132.838,4.505,37.111,13.959,3.553,Gym
0.649,71.557,0.373,36.53,2.268,0.051,Desk Work
4.233,77.013,0.498,36.283,1.391,0.147,Desk Work
0.0,46.478,0.066,35.976,1.269,0.076,Sleeping
100.129,160.173,5.525,37.35,10.397,4.345,Gym
91.954,81.94,1.358,36.537,4.892,0.678,Walking
23.64,98.184,1.413,36.641,7.918,1.643,Cycling
83.0,96.871,1.505,36.614,6.464,0.693,Walking
3.99,66.301,0.337,36.099,1.229,0.209,Desk Work
0.249,64.139,0.125,35.893,0.807,0.073,Sleeping
5.529,77.051,0.394,36.582,1.93,0.159,Desk Work
0.182,50.03,0.087,35.804,0.92,0.067,Sleeping
10.098,111.531,1.95,36.767,9.211,1.557,Cycling
118.682,100.126,0.946,35.881,5.76,0.543,Walking
0.211,79.41,0.344,36.104,2.017,0.153,Desk Work
2.889,67.634,0.223,35.853,2.132,0.077,Desk Work
98.385,87.958,1.658,36.657,4.243,0.93,Walking
149.826,147.489,3.779,37.188,11.159,2.565,Running
0.0,69.885,0.311,36.124,1.698,0.125,Desk Work
4.114,125.144,2.454,36.657,9.105,1.812,Cycling
17.849,132.973,2.419,36.735,6.485,1.614,Cycling
91.93,98.886,1.312,36.34,6.492,0.798,Walking
4.395,71.917,0.352,36.279,1.348,0.128,Desk Work
109.299,107.36,1.265,36.605,4.46,1.065,Walking
161.082,151.84,4.083,37.157,12.247,2.644,Running
179.915,150.892,2.912,36.771,13.56,2.972,Running
0.408,79.706,0.366,36.197,1.109,0.077,Desk Work
26.139,134.911,2.574,36.198,11.451,1.957,Cycling
2.113,79.815,0.462,35.943,1.379,0.089,Desk Work
3.821,58.062,0.192,36.303,1.33,0.145,Desk Work
67.935,141.767,2.516,36.74,12.041,4.337,Gym
166.698,148.628,4.212,36.963,11.995,2.985,Running
1.626,60.462,0.35,36.135,1.053,0.2,Desk Work
56.219,160.942,5.694,37.305,7.784,3.937,Gym
0.0,55.342,0.177,35.662,0.852,0.067,Sleeping
104.093,98.584,1.252,36.359,5.706,0.797,Walking
0.0,54.277,0.11,36.032,0.875,0.048,Sleeping
2.989,72.384,0.256,36.154,0.952,0.197,Desk Work
21.448,131.11,2.493,36.759,9.715,1.137,Cycling
171.667,158.529,3.555,36.208,15.151,2.323,Running
0.063,51.185,0.037,35.893,1.36,0.019,Sleeping
143.344,138.6,4.189,37.107,9.029,2.13,Running
85.111,86.006,1.595,36.535,4.46,0.885,Walking
104.863,94.342,1.508,36.744,4.892,1.141,Walking
12.104,99.743,2.16,36.771,9.93,1.022,Cycling
93.594,158.227,3.524,37.003,15.903,3.061,Gym
83.766,111.012,4.245,36.89,16.25,4.764,Gym
0.535,59.7,0.311,35.741,1.624,0.14,Desk Work
61.736,155.807,3.753,37.303,11.888,3.489,Gym
12.265,109.979,2.454,36.646,7.246,2.641,Cycling
0.0,63.007,0.067,36.153,1.279,0.081,Sleeping
1.627,64.432,0.367,36.139,1.408,0.168,Desk Work
107.575,157.803,4.01,37.133,15.894,4.189,Gym
15.503,122.524,1.383,36.24,8.307,1.575,Cycling
86.096,104.919,1.239,36.544,6.761,1.049,Walking
0.0,56.227,0.055,35.891,0.923,0.05,Sleeping
75.818,98.61,1.606,36.026,6.24,0.653,Walking
132.529,178.688,3.567,37.572,13.958,3.002,Running
0.009,51.232,0.152,36.033,0.868,0.058,Sleeping
21.266,136.329,2.309,36.423,11.147,1.748,Cycling
141.752,163.843,3.32,36.695,11.194,2.359,Running
1.534,67.722,0.256,36.352,1.264,0.18,Desk Work
3.612,72.748,0.43,35.965,1.695,0.15,Desk Work
165.17,156.185,3.863,36.91,15.889,2.348,Running
99.886,95.021,1.815,36.397,5.758,0.631,Walking
93.644,71.425,1.383,36.197,3.521,1.031,Walking
0.0,74.117,0.333,36.134,1.066,0.212,Desk Work
57.492,103.037,3.693,37.525,13.967,2.553,Gym
77.483,175.827,4.932,37.4,13.454,2.591,Gym
0.087,74.691,0.088,35.994,1.932,0.149,Desk Work
0.0,68.908,0.339,36.35,1.269,0.112,Desk Work
0.866,65.725,0.426,35.641,1.779,0.136,Desk Work
62.396,139.299,3.903,36.623,12.991,3.89,Gym
43.767,132.137,3.645,36.777,13.357,3.422,Gym
23.507,113.8,2.116,36.34,9.751,1.644,Cycling
2.144,43.527,0.027,35.791,1.133,0.028,Sleeping
23.401,131.917,2.264,36.648,5.194,1.353,Cycling
0.0,53.631,0.095,36.277,0.695,0.047,Sleeping
163.516,147.74,3.436,36.9,13.278,2.189,Running
92.99,125.932,4.471,36.959,13.003,4.17,Gym
1.174,90.83,0.213,36.324,1.382,0.116,Desk Work
95.521,95.106,1.672,36.437,5.301,0.985,Walking
21.803,127.863,2.199,36.731,7.887,2.466,Cycling
165.776,157.761,3.413,36.995,9.661,2.129,Running
0.073,59.61,0.118,35.793,1.233,0.05,Sleeping
0.0,53.516,0.231,35.68,0.878,0.031,Sleeping
0.0,48.228,0.034,36.114,0.737,0.05,Sleeping
0.0,54.442,0.061,35.77,1.236,0.047,Sleeping
1.171,77.653,0.093,35.764,2.146,0.255,Desk Work
118.402,93.299,2.259,36.35,4.669,0.529,Walking
79.064,113.431,5.374,36.706,14.451,3.354,Gym
0.574,73.245,0.442,36.233,1.633,0.142,Desk Work
106.799,103.544,1.648,36.547,5.251,0.867,Walking
8.028,135.192,2.409,36.939,8.949,1.575,Cycling
1.936,46.631,0.164,36.134,1.219,0.05,Sleeping
84.944,89.316,1.569,36.174,4.307,0.763,Walking
1.609,70.547,0.311,36.113,1.611,0.077,Desk Work
85.816,83.979,1.419,36.181,4.807,0.938,Walking
66.096,161.778,4.177,37.467,20.427,3.166,Gym
1.265,51.312,0.536,36.324,1.518,0.119,Desk Work
5.093,64.356,0.308,36.024,1.79,0.125,Desk Work
70.814,138.0,4.571,36.374,14.626,4.636,Gym
107.14,98.502,1.444,36.634,4.429,1.208,Walking
21.77,142.089,2.748,36.164,8.89,1.714,Cycling
152.705,185.731,3.976,36.604,7.83,2.433,Running
2.765,75.616,0.271,35.962,1.251,0.112,Desk Work
37.418,140.906,4.573,36.984,16.041,2.304,Gym
4.184,74.947,0.194,36.094,1.509,0.284,Desk Work
4.958,66.351,0.255,36.119,1.121,0.14,Desk Work
123.851,135.193,4.205,36.718,11.821,2.823,Running
23.241,133.872,2.461,36.978,9.441,1.523,Cycling
85.626,102.969,1.857,36.748,5.466,0.74,Walking
101.647,80.885,1.672,36.388,4.529,0.918,Walking
4.147,79.426,0.362,36.311,1.477,0.134,Desk Work
78.583,102.162,1.32,36.15,3.691,0.536,Walking
2.819,84.327,0.15,36.216,1.543,0.234,Desk Work
166.455,131.846,3.924,37.483,12.283,2.633,Running
146.668,133.735,3.835,37.271,15.902,2.087,Running
136.449,89.784,1.84,36.53,5.667,1.012,Walking
86.197,104.728,1.642,36.444,4.723,0.951,Walking
3.313,64.363,0.306,36.453,1.54,0.22,Desk Work
161.492,137.716,4.12,37.211,11.998,2.187,Running
93.473,98.78,2.113,36.478,3.862,0.704,Walking
65.309,172.997,3.812,37.698,16.143,2.147,Gym
24.838,149.932,1.981,36.848,8.121,1.187,Cycling
103.243,94.826,1.295,36.2,5.178,0.83,Walking
0.335,52.388,0.133,36.194,0.833,0.083,Sleeping
90.249,106.3,1.616,36.401,6.371,0.878,Walking
3.016,60.405,0.517,35.975,1.606,0.188,Desk Work
102.185,148.308,4.435,36.409,17.363,2.819,Gym
163.49,131.548,3.699,36.615,12.022,2.167,Running
75.95,105.578,1.556,36.735,4.169,0.68,Walking
74.133,125.841,4.642,36.862,14.866,3.764,Gym
0.509,48.684,0.043,35.907,1.574,0.023,Sleeping
105.327,97.72,2.069,36.268,4.553,0.602,Walking
15.821,130.897,1.931,36.552,9.36,1.982,Cycling
83.39,77.401,1.048,36.402,4.82,1.214,Walking
156.41,139.666,4.395,36.36,8.577,1.876,Running
92.206,88.782,1.646,36.293,3.993,0.578,Walking
70.984,128.588,3.342,37.001,16.772,3.439,Gym
69.686,125.332,4.18,37.006,14.257,3.66,Gym
71.18,161.251,3.746,36.579,13.95,3.376,Gym
79.511,103.479,1.428,36.273,5.014,0.791,Walking
172.666,155.519,3.006,36.615,13.54,2.562,Running
160.797,146.227,3.086,36.959,11.96,2.343,Running
3.213,70.998,0.228,36.017,1.51,0.087,Desk Work
2.634,67.978,0.432,36.32,1.239,0.133,Desk Work
2.241,62.601,0.13,35.953,1.622,0.122,Desk Work
1.512,84.866,0.335,36.354,1.394,0.141,Desk Work
173.071,164.229,3.594,36.81,11.248,2.743,Running
100.911,149.872,4.851,36.998,16.038,3.297,Gym
83.853,146.674,4.408,36.943,16.826,3.383,Gym
82.591,63.895,1.551,36.12,3.928,0.671,Walking
81.522,98.821,1.236,36.549,5.589,0.718,Walking
101.553,99.377,1.313,36.16,4.711,1.012,Walking
90.363,103.834,1.603,36.282,3.736,0.905,Walking
107.121,106.96,0.987,36.584,5.673,1.05,Walking
130.734,145.451,3.475,36.828,10.268,2.367,Running
2.69,84.679,0.253,36.412,2.179,0.137,Desk Work
18.602,113.597,2.167,36.624,7.808,1.892,Cycling
0.847,72.019,0.298,36.348,1.18,0.247,Desk Work
0.0,58.17,0.077,36.198,1.203,0.058,Sleeping
0.0,59.145,0.328,36.058,1.966,0.139,Desk Work
64.393,132.011,4.216,37.088,15.988,2.989,Gym
0.0,54.385,0.126,35.57,1.095,0.043,Sleeping
1.466,60.003,0.273,36.156,0.922,0.152,Desk Work
89.229,100.784,1.615,35.979,4.747,1.083,Walking
93.343,84.561,1.477,36.137,4.18,1.051,Walking
101.738,94.581,1.615,35.959,4.769,0.906,Walking
29.889,155.122,2.536,36.456,9.239,1.186,Cycling
0.0,58.178,0.066,36.091,0.965,0.044,Sleeping
76.525,125.608,4.3,37.407,12.091,2.219,Gym
0.625,69.67,0.331,36.41,1.509,0.134,Desk Work
0.392,60.127,0.074,36.102,0.974,0.045,Sleeping
0.0,52.394,0.043,36.536,0.807,0.058,Sleeping
93.606,94.747,1.279,35.833,5.532,0.889,Walking
0.0,85.127,0.323,36.149,1.747,0.132,Desk Work
162.848,153.727,4.36,36.694,12.238,2.196,Running
164.337,182.717,4.284,36.608,10.93,2.998,Running
90.82,90.519,1.191,36.286,6.965,0.461,Walking
0.37,58.561,0.051,35.779,0.847,0.051,Sleeping
0.277,79.465,0.377,35.878,1.434,0.197,Desk Work
19.197,123.829,2.236,36.949,10.059,2.508,Cycling
85.703,83.222,1.806,36.762,4.594,0.911,Walking
62.207,169.311,3.925,36.797,16.402,3.507,Gym
87.695,96.023,1.428,36.109,4.984,0.706,Walking
81.349,90.905,1.354,36.634,4.559,0.794,Walking
0.0,60.984,0.222,35.883,1.228,0.025,Sleeping
0.0,47.879,0.071,35.857,1.069,0.085,Sleeping
97.633,68.498,1.397,36.824,4.919,0.892,Walking
0.0,83.267,0.413,36.195,1.803,0.185,Desk Work
149.43,167.356,3.266,36.556,10.713,2.253,Running
0.0,55.282,0.049,36.004,0.968,0.024,Sleeping
0.247,56.532,0.114,35.86,1.241,0.042,Sleeping
159.251,176.768,4.462,36.722,7.346,1.478,Running
82.398,95.591,1.59,36.185,4.775,0.651,Walking
176.935,150.707,3.404,36.826,10.084,2.743,Running
1.827,52.44,0.386,36.228,1.805,0.146,Desk Work
126.646,136.006,3.729,36.698,14.723,2.603,Gym
0.757,64.809,0.089,36.227,1.854,0.159,Desk Work
181.057,152.237,4.364,36.085,10.648,2.04,Running
0.0,53.62,0.052,36.02,0.748,0.068,Sleeping
98.877,67.544,1.704,36.126,5.607,0.796,Walking
11.71,131.971,2.099,36.456,8.648,1.788,Cycling
18.574,126.301,2.205,36.873,8.428,1.857,Cycling
177.217,155.558,3.705,37.05,14.843,2.333,Running
1.881,79.199,0.409,36.601,1.8,0.187,Desk Work
16.186,126.568,2.305,36.359,8.194,1.923,Cycling
80.742,140.546,4.373,37.207,14.977,3.48,Gym
3.633,71.771,0.461,36.382,1.006,0.15,Desk Work
0.0,87.659,0.283,36.296,1.72,0.175,Desk Work
140.689,160.482,3.945,36.502,11.687,2.668,Running
102.8,145.591,4.819,37.559,18.009,3.476,Gym
