x_coord,y_coord,defect_density,particle_size_um,electrical_fail_rate,distance_from_center,true_pattern
-0.459,-0.735,0.6687381889089301,0.7932088588404095,0.5278954747282947,0.867,Edge Ring
0.649,0.609,0.6642884435910377,1.4999820876395433,0.5010502520690414,0.889,Local Cluster
-0.102,-0.984,0.6747708414785815,0.8921731421768326,0.49233574421618254,0.989,Edge Ring
0.635,0.707,0.754320468828511,1.3058795468018476,0.8338578502249125,0.95,Local Cluster
0.188,-0.562,0.06101769821377438,0.3610473392920999,0.12991630614177102,0.593,Random
0.765,0.601,0.026288582942748478,0.4242377536825666,0.047024188141502554,0.973,Random
0.44,0.33,0.06786717242022589,0.5067077506777193,0.1111995575218273,0.55,Random
-0.687,-0.523,0.667547230187552,0.41935429960829235,0.5138085042091539,0.863,Edge Ring
-0.57,-0.206,0.542958631908814,2.3672656415059414,0.3605971711409244,0.606,Scratch
0.299,-0.133,0.27240477453344286,0.3944766658226199,0.01883278405750367,0.328,Random
0.782,0.427,0.5774913548826948,1.246763529933059,0.5739844635756612,0.891,Local Cluster
0.563,0.603,0.6859049349864583,1.2293852155490004,0.5628018006925722,0.825,Local Cluster
-0.876,-0.151,0.579664841747679,2.74336109214699,0.43782751165516526,0.888,Scratch
0.613,0.627,0.7769680454081527,1.3915194076122295,0.46125488938837933,0.877,Local Cluster
-0.129,-0.612,0.4714483294022949,1.1263328224247267,0.460613918982096,0.626,Donut
-0.77,-0.372,0.5909221337766692,0.8431680021917671,0.597158239783628,0.856,Edge Ring
0.77,0.564,0.7507670454801216,1.0751220155931662,0.6966723419889052,0.954,Local Cluster
0.427,0.487,0.8369575150021918,1.2701052031050037,0.6471260302467662,0.648,Local Cluster
-0.108,0.505,0.3674113014951482,0.9504790472883091,0.46345528291923405,0.516,Donut
0.794,0.575,0.4028094202713545,0.8743312701283619,0.6372476493545531,0.98,Local Cluster
0.586,-0.124,0.6509346596299211,1.1454322891165636,0.6148666324655105,0.599,Donut
0.511,0.525,0.6914614868216414,1.2920737721330033,0.5017781695254054,0.733,Local Cluster
0.375,0.09,0.6062677421819609,2.7365869267211425,0.4425703929879248,0.386,Scratch
0.728,0.4,0.8519757327224919,0.9151168961005489,0.519137404327378,0.831,Local Cluster
-0.461,-0.09,0.3189954982899728,2.780537229190471,0.7302057233491441,0.47,Scratch
0.505,0.561,0.42986097769155407,1.0511106146986458,0.6783562632171606,0.754,Local Cluster
-0.056,0.281,0.05171593466535288,0.3777696394297503,0.02399132306677265,0.286,Random
0.613,0.687,0.6404747609733847,1.4928489970967547,0.6975215516315922,0.921,Local Cluster
0.382,0.47,0.8093896657180987,2.0651968514715877,0.5700527641902973,0.606,Local Cluster
-0.426,0.409,0.5048619511744108,1.5958466061687355,0.48145349247530234,0.59,Donut
-0.103,-0.949,0.003379174362135304,0.59519160651386,0.019539851877510006,0.954,Random
0.018,-0.006,0.7902382225600242,0.8938991485631412,0.7130352369374925,0.019,Center Spot
-0.033,0.088,0.8507268030069874,2.2709659872902748,0.8629986031421936,0.094,Center Spot
0.763,0.198,0.782255100933261,3.1684489034138714,0.6239819695306541,0.789,Scratch
0.147,0.906,0.8221216681577128,0.7645854599639168,0.5649298469603742,0.918,Edge Ring
-0.539,0.459,0.06429615915588628,0.46594442854313417,0.05152436827644659,0.708,Random
-0.181,0.152,0.7113997286067119,1.1921680466264704,0.8636085281362692,0.236,Center Spot
-0.259,-0.08,0.49379437648969654,2.904751843114299,0.6434276088424647,0.271,Scratch
-0.044,-0.424,0.5956531884056046,1.239850702358103,0.29235713508074357,0.426,Donut
0.541,0.603,0.6155505425736377,1.5369443930911235,0.40239811740575515,0.811,Local Cluster
-0.127,-0.509,0.45999504315098005,0.7892585723705652,0.5132464544121617,0.524,Donut
0.656,0.631,0.5952677037440647,1.3687464649110903,0.7003845589698898,0.91,Local Cluster
-0.006,0.013,0.7987460773719979,1.0457071545164343,0.8195721088647772,0.015,Center Spot
-0.595,0.345,0.6290427004017273,1.4162083615640804,0.3992178484076322,0.688,Donut
-0.714,0.166,0.045255133459777046,0.6378195689787205,0.03250894238536333,0.733,Random
-0.445,-0.266,0.5061582778191446,0.899069440037332,0.40867515619822564,0.519,Donut
0.534,0.085,0.3764140388533883,0.9504688039876136,0.3412813330298974,0.541,Donut
-0.085,-0.316,0.04368285494812282,0.35735012123046317,0.006823531297767366,0.328,Random
-0.245,-0.611,0.014345081579581207,0.37964212112707835,0.060781711889247275,0.658,Random
0.585,0.559,0.42663641458102464,0.6107476156379641,0.6475312659771302,0.809,Local Cluster
-0.565,-0.701,0.6589992309540101,0.5906719689307893,0.5507665674459178,0.9,Edge Ring
0.475,0.638,0.5797870218631865,0.9204274705914526,0.6609673120683358,0.796,Local Cluster
-0.0,0.139,0.033195671292074354,0.5254248848545924,0.1693996811553817,0.139,Random
-0.829,-0.346,0.6811903502742688,0.8691838693341725,0.46703185129038516,0.898,Edge Ring
-0.339,0.399,0.35206356097677993,0.8939890113643316,0.4203000290350821,0.524,Donut
-0.095,0.667,0.14751014168447532,0.2379438388682506,0.00872872550930751,0.673,Random
0.065,0.032,0.0061432134451127295,0.6719600577609732,0.1975433484076892,0.072,Random
-0.209,-0.316,0.03314378714269105,0.392661415814344,0.07217007455549217,0.379,Random
0.364,0.296,0.6564071377196091,0.7601488885213533,0.434778408907688,0.47,Donut
0.392,0.686,0.44197852039613733,0.8962057441190935,0.6400255124227251,0.791,Local Cluster
-0.909,0.266,0.8573667539560852,0.9125669012038545,0.7972199946447618,0.947,Edge Ring
0.682,-0.688,0.6049472400625099,0.8509307174411425,0.5247762885962198,0.969,Edge Ring
0.606,0.847,0.6369429346479737,1.298378126660947,0.5374496739754016,1.041,Local Cluster
0.284,0.328,0.6276115355363896,1.0423464749583102,0.5094541926083329,0.434,Donut
0.215,0.275,0.035072592106572514,0.19818963068609646,0.03776523294027542,0.349,Random
-0.493,0.471,0.1745301396190808,0.3295578865519656,0.09160627237274667,0.682,Random
-0.095,-0.489,0.21573183688947203,0.6017139255498684,0.0026659661648059333,0.498,Random
0.564,0.426,0.7470037227785074,1.3554209048380443,0.5546612923084749,0.707,Local Cluster
-0.564,-0.188,0.7592596549920321,1.5420849493579412,0.40634592846822404,0.595,Donut
0.664,0.467,0.5518591699174921,1.3590910542949062,0.3953359279438341,0.812,Local Cluster
0.469,0.503,0.49805777227007886,1.436863895596197,0.6029845610687545,0.688,Local Cluster
0.24,0.06,0.5585004090351288,2.898662545813229,0.5996130919218906,0.247,Scratch
-0.92,0.375,0.6264605008755317,0.8510964255670095,0.5772895290399124,0.993,Edge Ring
0.18,0.067,0.004890123123817007,0.5970705186436067,0.015374178118388438,0.192,Random
-0.005,0.01,0.14096262549796265,0.7720010657679549,0.015346463345518339,0.011,Random
0.513,0.698,0.005088701961003049,0.7129431576329179,0.03516741361374876,0.867,Random
0.028,-0.013,0.942423843483853,0.5626796618632098,0.7662542603421789,0.031,Center Spot
0.107,-0.01,0.5657063459290154,2.0413099935745267,0.45935967418631046,0.108,Scratch
-0.536,0.089,0.3966514350810835,0.5696713187759874,0.5161846780884476,0.543,Donut
0.505,0.639,0.6865202196062026,1.453939545620311,0.6462890508747604,0.815,Local Cluster
0.393,0.131,0.613366221573883,1.9630733319832578,0.4097438839196782,0.414,Scratch
-0.056,0.932,0.7933847187048749,0.9002359883110019,0.6804389733762339,0.933,Edge Ring
0.286,0.835,0.6715047576375557,0.5990273316842376,0.4751687924383201,0.882,Edge Ring
0.233,0.056,0.7993259864805632,1.8711837669522582,0.7188346307653204,0.239,Center Spot
0.936,0.288,0.043737499567502676,0.46290845632768274,1.4855387814436219e-05,0.98,Random
0.131,-0.334,0.1237493646555994,0.40974053264818555,0.016200681398897382,0.359,Random
-0.951,-0.217,0.8109547340278148,0.6671927887967157,0.7232534873534194,0.975,Edge Ring
0.592,0.48,0.6694938100291398,1.273550342537133,0.6179423913239267,0.762,Local Cluster
0.602,0.215,0.1974597426074256,0.7075044452840995,0.01196582973813668,0.639,Random
0.087,0.47,0.5885057600938418,1.062836456308092,0.6634398745691757,0.478,Donut
0.046,-0.418,0.020690908409882195,0.7024979603975824,0.0343756014524216,0.42,Random
-0.048,-0.15,0.058402551380698386,0.5483748245875152,0.01579073992236037,0.157,Random
-0.093,0.671,0.7528962069621938,1.0445472681503252,0.35686725649569534,0.677,Donut
0.329,0.155,0.005236085496959161,0.556737593725594,0.023500259391202215,0.364,Random
0.726,0.616,0.5221885388731302,1.7272634782233172,0.5101733984698226,0.952,Local Cluster
0.136,-0.231,0.08686743621485317,0.5296648374419439,0.05139102383096911,0.268,Random
0.813,0.632,0.6744685405040688,0.9677552343386033,0.553030044545551,1.03,Local Cluster
0.647,0.367,0.5905363980830539,1.0283791122692734,0.6724354112364921,0.744,Local Cluster
-0.021,-0.541,0.7131228567898964,0.7723478580860118,0.42790648450074076,0.542,Donut
0.371,-0.231,0.5963052424000923,0.7177651122736858,0.604625864358015,0.437,Donut
0.054,0.144,0.6896821831445158,0.6544933223072916,0.4613722720387866,0.154,Center Spot
-0.469,-0.143,0.5543217056526294,1.5412206430319797,0.30961029300114307,0.491,Donut
-0.04,-0.023,0.7578764137055831,2.181275370148785,0.6502244392096606,0.046,Center Spot
-0.882,-0.323,0.7669110417576261,0.9595246595130891,0.7156461963548048,0.939,Edge Ring
-0.165,-0.048,0.5987431846292253,0.6553796143126597,0.7115537376873636,0.172,Center Spot
-0.199,0.038,0.81990616254036,1.1844736420189907,0.8096186313380054,0.203,Center Spot
0.219,0.112,0.07997236929450534,0.5319360537416634,0.009619039215748026,0.246,Random
0.359,-0.373,0.2918941602727519,0.5624964167111037,0.0292687664814144,0.517,Random
-0.636,0.656,0.7316613104245662,0.6987316568020503,0.5718670922266155,0.914,Edge Ring
-0.38,-0.269,0.053292875969102205,0.6185994015169521,0.06415484185827111,0.466,Random
0.866,-0.067,0.05542868486182445,0.6994943152918733,0.0017309058041562215,0.868,Random
-0.875,-0.299,0.6232463935272902,2.011137665336733,0.6654354961025088,0.925,Scratch
-0.806,-0.2,0.4830604303077464,2.5346005087710397,0.7102273947397196,0.83,Scratch
-0.242,-0.117,0.5040561839871279,1.8107422870587861,0.5864025023587084,0.269,Scratch
0.455,0.046,0.05064320509021608,0.6245390853823567,0.06855970879416888,0.457,Random
0.514,0.645,0.6627356074615474,1.327288802827812,0.4699133130114039,0.824,Local Cluster
0.057,-0.878,0.8138566004457201,0.9863552583443521,0.6303694034017724,0.88,Edge Ring
-0.742,0.64,0.0734270067181254,0.4703691564471798,0.046655344817224824,0.98,Random
0.359,0.233,0.09396569826739143,0.5808251981183686,0.0209071868386992,0.428,Random
0.573,0.59,0.5997305680301489,1.2442664787633513,0.5230777366202227,0.823,Local Cluster
0.475,0.534,0.46786239759511017,1.1470656544160527,0.42766089555526143,0.715,Local Cluster
-0.977,0.1,0.006811521978521929,0.5254611827710299,0.10582725906803268,0.982,Random
0.119,0.329,0.28207442601409854,0.1961968188185481,0.034271978201941215,0.35,Random
0.555,0.126,0.6522786800936955,0.639225635372308,0.4542008299675147,0.569,Donut
0.514,0.166,0.647395529337992,3.0137741260296798,0.6358395500741741,0.54,Scratch
0.123,-0.188,0.07896335232341911,0.5949932149705948,0.10769686895518958,0.225,Random
-0.421,-0.154,0.5375883844994886,0.47261102371723485,0.6914844828631499,0.448,Donut
-0.494,0.016,0.7085797103985537,0.6463035438746257,0.529878189270304,0.494,Donut
0.524,0.671,0.620970446484267,0.7515320030647139,0.7197318213244309,0.851,Local Cluster
0.437,0.418,0.7871166544269327,0.9638421536085734,0.581202165357956,0.604,Local Cluster
0.48,0.517,0.8038217390365007,1.2573618246199156,0.5615639985671623,0.706,Local Cluster
-0.43,-0.796,0.6778779081119097,0.5937419901559184,0.7660793701322285,0.905,Edge Ring
0.656,0.01,0.0885954461300227,0.5515615886199282,0.014812694602544169,0.656,Random
0.52,0.418,0.6500967855125639,1.428953075847684,0.5786444662087807,0.667,Local Cluster
0.785,0.441,0.6664033278196067,1.180009097661321,0.6194606240757256,0.901,Local Cluster
0.572,-0.641,0.815772158478197,0.4361589096639989,0.6603874060126527,0.859,Edge Ring
0.182,0.273,0.02448413542258132,0.6608496393308886,0.02733948981747091,0.328,Random
-0.758,0.605,0.8679794715221721,0.6440126127987236,0.5963674662014677,0.97,Edge Ring
0.338,0.423,0.45146043867221314,1.2987998720066216,0.42253652843396294,0.541,Local Cluster
0.557,-0.684,0.7299658421427878,1.0613495523730672,0.49256385298279204,0.882,Edge Ring
-0.742,0.554,0.8740015267790151,0.7979450253493968,0.622585882687664,0.926,Edge Ring
0.508,0.483,0.7321911308597308,1.0379737373322355,0.6072020540785086,0.701,Local Cluster
-0.799,-0.119,0.5317804299603336,2.6744019740311242,0.5676352153638244,0.807,Scratch
-0.46,-0.509,0.6174049398849664,1.2222918888736205,0.5362638338459254,0.686,Donut
-0.236,-0.196,0.024427608003351142,0.5864552425631155,0.016962795494929343,0.307,Random
-0.256,-0.833,0.05107497465621706,0.5161997724653371,0.005930174132846565,0.872,Random
0.194,-0.029,0.81463023900355,1.2031026782974297,0.6184596357086575,0.196,Center Spot
0.484,-0.039,0.5544273467754746,0.8135130909104341,0.4632037863087904,0.486,Donut
0.439,-0.897,0.012963766404427321,0.4767936427157029,0.10524555055902847,0.998,Random
0.82,0.541,0.05527830316608301,0.47871879168756615,0.08031856696170496,0.982,Random
0.202,-0.152,0.04519565697111155,0.54499086896824,0.012533436965917591,0.253,Random
0.058,0.476,0.010261814950540451,0.9002896303709695,0.01773152900381045,0.48,Random
0.478,0.699,0.6697940673401388,1.0862255006969468,0.5874319446331613,0.847,Local Cluster
-0.26,0.329,0.04550241427822209,0.6154758167324188,0.07108505237353695,0.42,Random
-0.132,-0.293,0.13638044375561686,0.6639410356570357,0.02569250744856132,0.322,Random
0.01,0.636,0.019770007035062726,0.8175195188604186,0.03206939436701436,0.636,Random
0.642,0.65,0.8056998188519396,0.8537310496612438,0.7447602396315339,0.913,Local Cluster
-0.044,0.172,0.0605236754318392,0.346952160898117,0.2,0.178,Random
-0.605,-0.322,0.73079235883767,0.9259786354583223,0.41948345833897405,0.685,Donut
0.427,0.359,0.7660301908238123,0.8796107936100759,0.41017980695098977,0.558,Local Cluster
0.378,0.619,0.7755544055280696,1.2735041222467707,0.5428897007166932,0.725,Local Cluster
-0.131,0.07,0.10300739703335472,0.519728928518467,0.058387932189183825,0.149,Random
-0.67,-0.667,0.05066085884688801,0.45708913353789027,0.03197531838311117,0.945,Random
0.711,0.608,0.7116372950415859,0.8032035189525375,0.7013793868920937,0.936,Local Cluster
0.219,0.749,0.011957178200459368,0.41302179329564653,0.16245990043784603,0.78,Random
0.47,0.073,0.018801839560459534,0.4007889840858377,0.02073963700389883,0.476,Random
-0.004,0.149,0.6927509851183572,1.530889117869704,0.5614429991637873,0.149,Center Spot
-0.426,-0.486,0.15895109857038506,0.7049543790863754,0.12756924324560145,0.646,Random
-0.156,-0.058,0.15311395053754384,0.49568879778956854,0.018969971767767175,0.167,Random
0.054,0.023,0.05640847857408438,0.5149278338848193,0.0031183173284003458,0.059,Random
0.882,-0.093,0.6770784641783246,0.7066693843118905,0.7503880114865165,0.887,Edge Ring
-0.553,-0.164,0.688959202336896,3.227783455962912,0.5923063348969837,0.577,Scratch
-0.2,-0.658,0.6509638693315503,0.7963972355283025,0.5370717728975263,0.688,Donut
-0.104,-0.092,0.025322328040835913,0.5052922975916164,0.15527737768239214,0.139,Random
0.308,0.785,0.6668709364758694,1.1211566893275722,0.7141400704889154,0.843,Local Cluster
0.339,0.274,0.012007849323527442,0.2550679230858376,0.04598801067694965,0.436,Random
0.551,0.324,0.45189536443799333,1.802950287167958,0.41597434152147894,0.639,Donut
-0.048,-0.11,0.8656854992737167,1.8202477910318648,0.7563528381371412,0.12,Center Spot
-0.071,-0.028,0.7728790957269667,1.5987043145923898,0.7090614938876764,0.076,Center Spot
0.343,-0.011,0.001737035930004594,0.5133717294524598,0.051416463218721876,0.344,Random
0.133,-0.145,0.8577049703226527,1.2385361185457175,0.7181329494105555,0.197,Center Spot
0.696,0.502,0.7251438735569095,1.0031749389359017,0.5327441629935314,0.859,Local Cluster
-0.607,0.023,0.009340364326906136,0.7555070635891803,0.021167107502402846,0.607,Random
0.553,0.268,0.8499375058899072,1.1793167949044805,0.5828428135765018,0.615,Local Cluster
0.498,0.496,0.9122894342690024,0.9511819795471046,0.497024195671854,0.703,Local Cluster
0.063,0.638,0.07669463828388888,0.5336076731383753,0.1186182104814465,0.641,Random
-0.865,-0.398,0.20776508311188896,0.45414124898570946,0.08000753795618054,0.952,Random
0.591,0.509,0.7738819197954431,0.7099060491596711,0.5933752233866533,0.78,Local Cluster
-0.548,0.174,0.3873219507945816,0.8254560942416509,0.38382900220381644,0.575,Donut
0.526,0.176,0.45339450249145785,3.0799625526099383,0.6844183529835661,0.554,Scratch
0.486,0.528,0.6180208973291326,1.1481232030736108,0.56504737018967,0.718,Local Cluster
0.014,-0.9,0.7278191622063045,0.8103400293985726,0.31600624652909903,0.9,Edge Ring
-0.543,-0.753,0.7841139763635459,0.6224394229670054,0.6205641709455556,0.928,Edge Ring
-0.899,-0.259,0.6915661709539411,0.6370682570114983,0.7210713611626245,0.936,Edge Ring
0.623,0.648,0.6750150631064478,1.1895352461340276,0.6170880707381569,0.899,Local Cluster
0.111,0.09,0.012643827537050402,0.6238856870982592,0.012447469131915613,0.143,Random
-0.258,0.386,0.18834773251541514,0.5363431553206853,0.10233877730578818,0.464,Random
0.07,-0.513,0.5727903155292653,0.8630809427070625,0.4331956822626506,0.518,Donut
-0.431,0.838,0.7120800385406474,0.5552991503664672,0.6899174540461259,0.942,Edge Ring
-0.558,-0.354,0.6154996335286094,1.193312279541569,0.48663309883451505,0.661,Donut
0.731,0.616,0.7298776348399098,0.7945422759665435,0.45438942851086095,0.956,Local Cluster
0.36,0.552,0.662027494018179,1.0954055545217238,0.5263418767191613,0.659,Local Cluster
-0.648,-0.265,0.500180425141356,3.15412000772041,0.4083948878308189,0.7,Scratch
0.478,0.484,0.7730259214636679,0.5476389795839786,0.48631516717784484,0.68,Local Cluster
0.293,0.285,0.6809764535056115,0.8678150692399869,0.47721380007036324,0.409,Donut
0.453,0.571,0.7490433618452518,1.5712082133763754,0.5261154222165256,0.729,Local Cluster
0.829,-0.502,0.17208507604548456,0.515105570174376,0.2,0.97,Random
0.079,0.114,0.8896216652131763,0.6399502074419661,0.7848226791878568,0.139,Center Spot
0.637,0.678,0.637875971597435,0.803104561812052,0.6625887076951205,0.93,Local Cluster
0.882,0.253,0.8371586518359986,1.8928981366004942,0.5698004541981567,0.918,Scratch
0.023,0.011,0.7771713289865562,1.64027177421748,0.6769935183378976,0.026,Center Spot
0.241,0.563,0.6772517691092994,1.1827094685298747,0.40181057353114846,0.613,Donut
-0.018,-0.003,0.8347401905273637,2.129051416128891,0.7842102453867985,0.018,Center Spot
-0.641,-0.255,0.5702668745627083,1.2975125763911008,0.3958953185169075,0.69,Donut
0.471,0.467,0.5494807658920234,0.7277744872963862,0.5655051899519804,0.663,Local Cluster
0.384,0.603,0.30980892305660745,0.7705137456543478,0.5802826201749623,0.715,Local Cluster
0.238,0.033,0.6727419395537534,1.1999501758719402,0.8460975166827382,0.24,Center Spot
0.538,0.569,0.4330745127130873,0.9340840497196812,0.69576782185488,0.783,Local Cluster
0.64,0.327,0.032517202293665094,0.26365852413289315,0.019675083017361244,0.718,Random
0.581,0.333,0.549959049268093,1.4004128721708453,0.518836591860166,0.67,Local Cluster
-0.791,0.55,0.017489109214318725,0.35398784211944767,0.00046363744834690147,0.963,Random
-0.163,0.497,0.5918910042553263,0.9235064300395263,0.477363446309149,0.523,Donut
0.694,-0.089,0.6582769230180199,0.9021095016087313,0.4822532478436885,0.7,Donut
0.451,0.751,0.6212939719036961,0.617302648571785,0.6599273343968407,0.876,Edge Ring
0.452,0.613,0.4753678239198089,1.548893236554192,0.6028593501730235,0.761,Local Cluster
-0.868,0.216,0.005075965994347655,0.4986945641251914,0.09557909132613797,0.894,Random
-0.428,-0.045,0.04926657363732662,0.2721759771066862,0.1323516913268152,0.43,Random
-0.92,-0.203,0.004624379378606595,0.48111282188741683,0.02175366726827911,0.942,Random
0.615,0.723,0.46440387213668044,1.1833366593000998,0.47887750552131336,0.949,Local Cluster
0.641,0.469,0.46278198252745173,1.512713425358752,0.5705612605009474,0.794,Local Cluster
0.15,-0.035,9.60172061680836e-05,0.5188728956508691,0.029518283476146587,0.154,Random
0.079,-0.161,0.8561571148593925,1.5418909438311021,0.5755765588077859,0.18,Center Spot
-0.679,0.729,0.7288631231460175,0.6109059218908935,0.5744563766601374,0.996,Edge Ring
-0.227,0.06,0.8408919304925695,1.373694709501452,0.7084306557353186,0.235,Center Spot
-0.398,0.754,0.5625966710914859,1.301149437808253,0.7219894203611883,0.853,Edge Ring
0.339,-0.375,0.5877198407020355,0.865363249233493,0.4234074221333014,0.505,Donut
0.656,0.434,0.5200268757197648,1.608387173004897,0.6077184631767074,0.787,Local Cluster
0.546,0.72,0.9813900914000805,0.7329493236375244,0.6229718557874341,0.903,Edge Ring
0.509,0.529,0.578769174131829,1.6540846790589636,0.4805358923095626,0.734,Local Cluster
0.511,0.506,0.5336272820580908,1.0866281679798975,0.5318023547674704,0.719,Local Cluster
0.068,0.127,0.03030990580912807,0.29333404760133885,0.027269305276831093,0.144,Random
0.158,-0.086,0.04326589562106073,0.1,0.02186416560330573,0.179,Random
0.084,-0.075,0.7945733476345702,1.611478433186143,0.7106738372892701,0.113,Center Spot
0.814,0.312,0.6356368043358877,1.2173195713100653,0.7004137792569453,0.872,Local Cluster
0.006,0.129,0.8838407481287706,1.5220210209258744,0.7924890900220813,0.129,Center Spot
0.728,0.434,0.6465154193287155,1.7194322505745383,0.6034760081599045,0.847,Local Cluster
0.466,0.561,0.667979995776543,1.0539772628743524,0.6277503510865805,0.729,Local Cluster
-0.285,-0.757,0.015822721861947494,0.45702329466415403,0.023903977781765843,0.809,Random
0.635,0.428,0.47865211400744245,1.031248455811011,0.7113629590999906,0.766,Local Cluster
0.241,-0.482,0.4816437265136583,0.6423309188157906,0.46137616227995176,0.539,Donut
-0.851,0.048,0.0010415795085721772,0.3646145371653766,0.0876731733015262,0.852,Random
-0.243,-0.172,0.6197779447903055,3.4567626280172976,0.7672077942950022,0.298,Scratch
0.634,0.468,0.506055388342824,1.2955854338995614,0.4768782397260284,0.788,Local Cluster
-0.234,-0.867,0.17752722567245147,0.6646759719199906,0.11483015436833346,0.897,Random
-0.139,-0.389,0.6437942328026729,1.4873701936953867,0.5150343975577314,0.413,Donut
0.486,0.678,0.10761535331868213,0.37710064600559057,0.01250149737164738,0.835,Random
0.607,0.66,0.4535673804697255,1.2924527224734552,0.42824604563031754,0.897,Local Cluster
-0.637,-0.166,0.7401285555631434,2.582469902788378,0.6722548157819951,0.659,Scratch
0.574,0.522,0.8599112682316108,1.3316333241472709,0.6609886282901855,0.776,Local Cluster
0.164,-0.404,0.5685709970708778,0.8508893249042481,0.521709574210102,0.436,Donut
-0.412,-0.484,0.03652396661072183,0.6944670785719373,0.03657965774987348,0.636,Random
0.683,0.657,0.8636915576009508,1.3837875611147248,0.7001170505549115,0.948,Local Cluster
0.566,0.35,0.4432607249317003,1.6579867740934267,0.5417128201209105,0.665,Local Cluster
0.34,0.268,0.4718677043819714,1.3786101913694608,0.425751428030524,0.433,Donut
-0.052,-0.44,0.048173162930191415,0.6440839256017611,0.0015592223492856168,0.443,Random
-0.007,0.008,0.11296144306681258,0.42333460144012836,0.03303094153717798,0.011,Random
-0.134,-0.174,0.1052224628306989,0.3114657254530523,0.01729797589237149,0.22,Random
-0.001,0.034,0.028046967155744475,0.6242578060166307,0.009070363318184215,0.034,Random
0.0,-0.245,0.7468869603320716,1.8237751653464502,0.5953842180108136,0.245,Center Spot
-0.185,-0.08,0.051125175966273535,0.4536241438711787,0.010914824380375094,0.201,Random
0.074,-0.097,0.16565446615823531,0.5987498152751415,0.08155785790455922,0.122,Random
-0.681,0.278,0.0008965156522242248,0.5714996746016259,0.040455869316560034,0.735,Random
0.42,0.51,0.7171807418757856,1.0411107225268705,0.5277916080014943,0.661,Local Cluster
0.055,-0.118,0.6814029657341841,0.7748890633412531,0.7648420538374014,0.13,Center Spot
-0.633,-0.014,0.059292054627344916,0.5951965431793591,0.12277325921133231,0.633,Random
0.164,-0.106,0.7479021924330442,1.720538789923573,0.796026635379705,0.196,Center Spot
0.212,-0.04,0.9424308791376723,1.500031960005259,0.6948905626102293,0.216,Center Spot
0.221,-0.009,0.5921549988027284,2.721539809431696,0.3199928066600372,0.221,Scratch
-0.157,-0.122,0.03944039621784107,0.5931636170264305,0.05163625653151528,0.198,Random
0.952,0.232,0.653437489471593,0.6685437395731434,0.8151097849875277,0.98,Edge Ring
-0.405,-0.185,0.6702289165175025,3.520371004784632,0.6478295478221575,0.445,Scratch
-0.36,0.048,0.03250131473738589,0.5337370236788336,0.007482310209355105,0.363,Random
0.87,-0.122,0.6748241913077534,0.538722334916897,0.5820156256359313,0.878,Edge Ring
0.38,0.584,0.3525767974630148,1.3695327349844069,0.541918850597105,0.696,Local Cluster
0.733,0.489,0.5918515382596004,1.4919868999053205,0.6625019373767453,0.881,Local Cluster
0.025,-0.014,0.14332985561124306,0.7660754177993068,0.04890280312855048,0.029,Random
-0.132,-0.926,0.8357448268263217,0.6967552315410941,0.6558696936506538,0.936,Edge Ring
0.482,0.442,0.8121658556962279,1.1370923025166142,0.46479498024253735,0.654,Local Cluster
-0.594,-0.637,0.5328157495460657,0.9244379112718865,0.6847705837479837,0.871,Edge Ring
0.15,-0.965,0.8189599337070129,0.9034921509388897,0.5335866641533086,0.977,Edge Ring
0.6,0.644,0.737529899961174,1.0283523641033268,0.5547215464772197,0.88,Edge Ring
0.525,0.649,0.6696785883760265,1.2475373594502648,0.5253498381980444,0.835,Local Cluster
-0.146,0.01,0.6231188106892858,2.8253336157151097,0.5806602774880902,0.146,Scratch
0.45,0.633,0.729445652782216,1.5724774450800219,0.5313450533763601,0.777,Local Cluster
0.231,-0.079,0.014302295082454066,0.3705153819417231,0.14960618431497147,0.244,Random
-0.5,0.717,0.07704270790310638,0.4438754859232091,0.05272047737863264,0.874,Random
-0.16,0.469,0.5594960619139726,0.8125416978144481,0.6079107702195815,0.496,Donut
0.339,-0.305,0.675099529697355,1.0772550724942016,0.3958184112810513,0.456,Donut
0.778,0.384,0.687829605605967,0.6530845640053071,0.5782211443749973,0.867,Edge Ring
0.942,-0.085,0.3,0.32422889713305364,0.02439670321613449,0.946,Random
0.721,0.574,0.7137434813425032,1.2905100072331563,0.5656660186408154,0.921,Local Cluster
-0.223,0.79,0.12306717090511143,0.7500226776919903,0.052718477047250384,0.821,Random
0.942,0.179,0.8117207464982394,0.7682939017222253,0.4787508217402149,0.959,Edge Ring
0.406,0.475,0.5319194961673681,1.2078854050322012,0.5108868964833926,0.624,Local Cluster
0.626,-0.599,0.7700528343636288,0.7847187344403398,0.630457061931651,0.867,Edge Ring
-0.866,-0.258,0.47527259231134084,2.4928102893605795,0.6126169213232087,0.904,Scratch
0.591,0.225,0.6775829402829056,2.485743487769564,0.5589542902369341,0.632,Scratch
0.085,0.048,0.704277340845265,1.500921766977265,0.6748534818362076,0.097,Center Spot
0.648,0.432,0.6623674203363908,1.4701275274708903,0.5562277040544582,0.779,Local Cluster
0.285,-0.93,0.774439059680787,1.2327248694240236,0.6148057565352628,0.973,Edge Ring
0.677,0.216,0.6775935331601544,2.747772248709158,0.6382979184359016,0.711,Scratch
0.946,-0.215,0.09321832152749672,0.5476037601689369,0.03121208520446154,0.971,Random
0.486,0.623,0.44268075700728127,1.1445014811448426,0.5458283146738313,0.79,Local Cluster
